Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,*,ALL,*,QUAL,*,0.97098,0.956901,0.483339,0.963889,10188,11936,2809068885,2542283695.000000,0.000000,525395,.,.,296555.000000,194040.000000,,1.52831890332,510148,.,.,283710.000000,193128.000000,,1.46902572387,15247,.,.,12845.000000,912.000000,,14.0844298246,1076107,.,.,629782.000000,421117.000000,,1.49550362488,532020,.,.,328528.000000,193108.000000,,1.70126561302,23962,.,.,6349.000000,17580.000000,,0.361149032992,520125,.,.,294905.000000,210429.000000,,1.40144656868
INDEL,*,*,PASS,*,QUAL,*,0.97098,0.956901,0.483339,0.963889,10188,11936,2809068885,2542283695.000000,0.000000,525395,.,.,296555.000000,194040.000000,,1.52831890332,510148,.,.,283710.000000,193128.000000,,1.46902572387,15247,.,.,12845.000000,912.000000,,14.0844298246,1076107,.,.,629782.000000,421117.000000,,1.49550362488,532020,.,.,328528.000000,193108.000000,,1.70126561302,23962,.,.,6349.000000,17580.000000,,0.361149032992,520125,.,.,294905.000000,210429.000000,,1.40144656868
INDEL,*,GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz,ALL,*,QUAL,*,0.975704,0.974888,0.534844,0.975296,3021,2581,83977437.000000,62849098.000000,0.000000,229957,.,.,127614.000000,85983.000000,,1.48417710478,224370,.,.,122867.000000,85764.000000,,1.43261741523,5587,.,.,4747.000000,219.000000,,21.6757990868,517601,.,.,298437.000000,204916.000000,,1.45638700736,234719,.,.,144219.000000,85753.000000,,1.68179538908,6046,.,.,1758.000000,4275.000000,,0.411228070175,276836,.,.,152460.000000,114888.000000,,1.32703154376
INDEL,*,GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz,PASS,*,QUAL,*,0.975704,0.974888,0.534844,0.975296,3021,2581,83977437.000000,62849098.000000,0.000000,229957,.,.,127614.000000,85983.000000,,1.48417710478,224370,.,.,122867.000000,85764.000000,,1.43261741523,5587,.,.,4747.000000,219.000000,,21.6757990868,517601,.,.,298437.000000,204916.000000,,1.45638700736,234719,.,.,144219.000000,85753.000000,,1.68179538908,6046,.,.,1758.000000,4275.000000,,0.411228070175,276836,.,.,152460.000000,114888.000000,,1.32703154376
INDEL,*,GRCh38_AllTandemRepeats_201to10000bp_slop5.bed.gz,ALL,*,QUAL,*,0.942651,0.930929,0.872141,0.936754,206,283,38076769.000000,13750354.000000,0.000000,7498,.,.,4424.000000,2697.000000,,1.64034111976,7068,.,.,4086.000000,2632.000000,,1.55243161094,430,.,.,338.000000,65.000000,,5.2,61599,.,.,37761.000000,23159.000000,,1.63051081653,7332,.,.,4609.000000,2639.000000,,1.74649488443,544,.,.,163.000000,379.000000,,0.430079155673,53723,.,.,32989.000000,20141.000000,,1.63790278536
INDEL,*,GRCh38_AllTandemRepeats_201to10000bp_slop5.bed.gz,PASS,*,QUAL,*,0.942651,0.930929,0.872141,0.936754,206,283,38076769.000000,13750354.000000,0.000000,7498,.,.,4424.000000,2697.000000,,1.64034111976,7068,.,.,4086.000000,2632.000000,,1.55243161094,430,.,.,338.000000,65.000000,,5.2,61599,.,.,37761.000000,23159.000000,,1.63051081653,7332,.,.,4609.000000,2639.000000,,1.74649488443,544,.,.,163.000000,379.000000,,0.430079155673,53723,.,.,32989.000000,20141.000000,,1.63790278536
INDEL,*,GRCh38_AllTandemRepeats_51to200bp_slop5.bed.gz,ALL,*,QUAL,*,0.962728,0.957224,0.607563,0.959968,688,817,26604713.000000,19570479.000000,0.000000,32249,.,.,17841.000000,9336.000000,,1.91098971722,31047,.,.,17052.000000,9249.000000,,1.84365877392,1202,.,.,789.000000,87.000000,,9.06896551724,91918,.,.,63613.000000,25581.000000,,2.48672843126,34529,.,.,24271.000000,9247.000000,,2.62474315994,1543,.,.,617.000000,917.000000,,0.672846237732,55846,.,.,38725.000000,15417.000000,,2.51183758189
INDEL,*,GRCh38_AllTandemRepeats_51to200bp_slop5.bed.gz,PASS,*,QUAL,*,0.962728,0.957224,0.607563,0.959968,688,817,26604713.000000,19570479.000000,0.000000,32249,.,.,17841.000000,9336.000000,,1.91098971722,31047,.,.,17052.000000,9249.000000,,1.84365877392,1202,.,.,789.000000,87.000000,,9.06896551724,91918,.,.,63613.000000,25581.000000,,2.48672843126,34529,.,.,24271.000000,9247.000000,,2.62474315994,1543,.,.,617.000000,917.000000,,0.672846237732,55846,.,.,38725.000000,15417.000000,,2.51183758189
INDEL,*,GRCh38_AllTandemRepeats_gt10000bp_slop5.bed.gz,ALL,*,QUAL,*,0.0,,1.0,,0,0,71877742.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,59106,.,.,27361.000000,31713.000000,,0.862769211364,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,59106,.,.,27361.000000,31713.000000,,0.862769211364
INDEL,*,GRCh38_AllTandemRepeats_gt10000bp_slop5.bed.gz,PASS,*,QUAL,*,0.0,,1.0,,0,0,71877742.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,59106,.,.,27361.000000,31713.000000,,0.862769211364,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,59106,.,.,27361.000000,31713.000000,,0.862769211364
