Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,*,ALL,*,QUAL,*,0.992644,0.996073,0.423946,0.994355,1104,724,2809068885,2542283695.000000,0.000000,525395,.,.,296555.000000,194040.000000,,1.52831890332,521530,.,.,294390.000000,193097.000000,,1.52457055262,3865,.,.,2165.000000,943.000000,,2.29586426299,947271,.,.,605860.000000,314395.000000,,1.92706627014,543536,.,.,339759.000000,193018.000000,,1.76024515848,2143,.,.,1619.000000,468.000000,,3.4594017094,401592,.,.,264482.000000,120909.000000,,2.18744675748
INDEL,*,*,PASS,*,QUAL,*,0.992644,0.996073,0.423946,0.994355,1104,724,2809068885,2542283695.000000,0.000000,525395,.,.,296555.000000,194040.000000,,1.52831890332,521530,.,.,294390.000000,193097.000000,,1.52457055262,3865,.,.,2165.000000,943.000000,,2.29586426299,947271,.,.,605860.000000,314395.000000,,1.92706627014,543536,.,.,339759.000000,193018.000000,,1.76024515848,2143,.,.,1619.000000,468.000000,,3.4594017094,401592,.,.,264482.000000,120909.000000,,2.18744675748
INDEL,*,GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz,ALL,*,QUAL,*,0.996486,0.997073,0.517373,0.99678,326,298,83977437.000000,62849098.000000,0.000000,229956,.,.,127613.000000,85983.000000,,1.48416547457,229148,.,.,127180.000000,85850.000000,,1.48142108328,808,.,.,433.000000,133.000000,,3.25563909774,497670,.,.,320444.000000,161208.000000,,1.98776735646,239486,.,.,148682.000000,85796.000000,,1.73297123409,703,.,.,509.000000,172.000000,,2.95930232558,257481,.,.,171253.000000,75240.000000,,2.27608984583
INDEL,*,GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz,PASS,*,QUAL,*,0.996486,0.997073,0.517373,0.99678,326,298,83977437.000000,62849098.000000,0.000000,229956,.,.,127613.000000,85983.000000,,1.48416547457,229148,.,.,127180.000000,85850.000000,,1.48142108328,808,.,.,433.000000,133.000000,,3.25563909774,497670,.,.,320444.000000,161208.000000,,1.98776735646,239486,.,.,148682.000000,85796.000000,,1.73297123409,703,.,.,509.000000,172.000000,,2.95930232558,257481,.,.,171253.000000,75240.000000,,2.27608984583
INDEL,*,GRCh38_AllTandemRepeats_201to10000bp_slop5.bed.gz,ALL,*,QUAL,*,0.955188,0.980945,0.823414,0.967895,57,63,38076769.000000,13750354.000000,0.000000,7498,.,.,4424.000000,2697.000000,,1.64034111976,7162,.,.,4199.000000,2609.000000,,1.60942889996,336,.,.,225.000000,88.000000,,2.55681818182,42795,.,.,26652.000000,15520.000000,,1.71726804124,7413,.,.,4716.000000,2612.000000,,1.80551301685,144,.,.,109.000000,34.000000,,3.20588235294,35238,.,.,21827.000000,12874.000000,,1.69543265496
INDEL,*,GRCh38_AllTandemRepeats_201to10000bp_slop5.bed.gz,PASS,*,QUAL,*,0.955188,0.980945,0.823414,0.967895,57,63,38076769.000000,13750354.000000,0.000000,7498,.,.,4424.000000,2697.000000,,1.64034111976,7162,.,.,4199.000000,2609.000000,,1.60942889996,336,.,.,225.000000,88.000000,,2.55681818182,42795,.,.,26652.000000,15520.000000,,1.71726804124,7413,.,.,4716.000000,2612.000000,,1.80551301685,144,.,.,109.000000,34.000000,,3.20588235294,35238,.,.,21827.000000,12874.000000,,1.69543265496
INDEL,*,GRCh38_AllTandemRepeats_51to200bp_slop5.bed.gz,ALL,*,QUAL,*,0.975006,0.984854,0.574172,0.979905,320,191,26604713.000000,19570479.000000,0.000000,32248,.,.,17840.000000,9336.000000,,1.91088260497,31442,.,.,17406.000000,9232.000000,,1.88539861352,806,.,.,434.000000,104.000000,,4.17307692308,83414,.,.,59946.000000,20770.000000,,2.88618199326,34982,.,.,24733.000000,9228.000000,,2.68021239705,538,.,.,427.000000,102.000000,,4.1862745098,47894,.,.,34786.000000,11440.000000,,3.04073426573
INDEL,*,GRCh38_AllTandemRepeats_51to200bp_slop5.bed.gz,PASS,*,QUAL,*,0.975006,0.984854,0.574172,0.979905,320,191,26604713.000000,19570479.000000,0.000000,32248,.,.,17840.000000,9336.000000,,1.91088260497,31442,.,.,17406.000000,9232.000000,,1.88539861352,806,.,.,434.000000,104.000000,,4.17307692308,83414,.,.,59946.000000,20770.000000,,2.88618199326,34982,.,.,24733.000000,9228.000000,,2.68021239705,538,.,.,427.000000,102.000000,,4.1862745098,47894,.,.,34786.000000,11440.000000,,3.04073426573
INDEL,*,GRCh38_AllTandemRepeats_gt10000bp_slop5.bed.gz,ALL,*,QUAL,*,0.0,,1.0,,0,0,71877742.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,4033,.,.,1350.000000,2666.000000,,0.506376594149,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,4033,.,.,1350.000000,2666.000000,,0.506376594149
INDEL,*,GRCh38_AllTandemRepeats_gt10000bp_slop5.bed.gz,PASS,*,QUAL,*,0.0,,1.0,,0,0,71877742.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,4033,.,.,1350.000000,2666.000000,,0.506376594149,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,4033,.,.,1350.000000,2666.000000,,0.506376594149
