Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,*,ALL,*,QUAL,*,0.986304,0.987452,0.437469,0.986878,3816,2483,2809068885,2530414070.000000,0.000000,504830,.,.,282338.000000,189530.000000,,1.48967445787,497916,.,.,278842.000000,187767.000000,,1.48504263262,6914,.,.,3496.000000,1763.000000,,1.98298355077,954716,.,.,616816.000000,304306.000000,,2.02695970503,530318,.,.,332972.000000,187723.000000,,1.77374109725,6739,.,.,4680.000000,972.000000,,4.81481481481,417659,.,.,279164.000000,115611.000000,,2.41468372387
INDEL,*,*,PASS,*,QUAL,*,0.986304,0.987452,0.437469,0.986878,3816,2483,2809068885,2530414070.000000,0.000000,504830,.,.,282338.000000,189530.000000,,1.48967445787,497916,.,.,278842.000000,187767.000000,,1.48504263262,6914,.,.,3496.000000,1763.000000,,1.98298355077,954716,.,.,616816.000000,304306.000000,,2.02695970503,530318,.,.,332972.000000,187723.000000,,1.77374109725,6739,.,.,4680.000000,972.000000,,4.81481481481,417659,.,.,279164.000000,115611.000000,,2.41468372387
INDEL,*,GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz,ALL,*,QUAL,*,0.974948,0.979676,0.510453,0.977306,3149,1319,83977437.000000,61421286.000000,0.000000,222779,.,.,121137.000000,85501.000000,,1.4167904469,217198,.,.,118330.000000,84066.000000,,1.40758451693,5581,.,.,2807.000000,1435.000000,,1.95609756098,476306,.,.,304277.000000,151238.000000,,2.01190838281,228435,.,.,139959.000000,83998.000000,,1.66621824329,4739,.,.,3002.000000,800.000000,,3.7525,243132,.,.,161316.000000,66440.000000,,2.42799518362
INDEL,*,GRCh38_AllHomopolymers_gt6bp_imperfectgt10bp_slop5.bed.gz,PASS,*,QUAL,*,0.974948,0.979676,0.510453,0.977306,3149,1319,83977437.000000,61421286.000000,0.000000,222779,.,.,121137.000000,85501.000000,,1.4167904469,217198,.,.,118330.000000,84066.000000,,1.40758451693,5581,.,.,2807.000000,1435.000000,,1.95609756098,476306,.,.,304277.000000,151238.000000,,2.01190838281,228435,.,.,139959.000000,83998.000000,,1.66621824329,4739,.,.,3002.000000,800.000000,,3.7525,243132,.,.,161316.000000,66440.000000,,2.42799518362
INDEL,*,GRCh38_AllTandemRepeats_201to10000bp_slop5.bed.gz,ALL,*,QUAL,*,0.99697,0.997314,0.928109,0.997142,2,6,38076769.000000,6634626.000000,0.000000,3961,.,.,2335.000000,1457.000000,,1.60260809883,3949,.,.,2326.000000,1454.000000,,1.59972489684,12,.,.,9.000000,3.000000,,3.0,56975,.,.,38108.000000,17459.000000,,2.18271378659,4085,.,.,2589.000000,1453.000000,,1.78183069511,11,.,.,8.000000,2.000000,,4.0,52879,.,.,35511.000000,16004.000000,,2.21888277931
INDEL,*,GRCh38_AllTandemRepeats_201to10000bp_slop5.bed.gz,PASS,*,QUAL,*,0.99697,0.997314,0.928109,0.997142,2,6,38076769.000000,6634626.000000,0.000000,3961,.,.,2335.000000,1457.000000,,1.60260809883,3949,.,.,2326.000000,1454.000000,,1.59972489684,12,.,.,9.000000,3.000000,,3.0,56975,.,.,38108.000000,17459.000000,,2.18271378659,4085,.,.,2589.000000,1453.000000,,1.78183069511,11,.,.,8.000000,2.000000,,4.0,52879,.,.,35511.000000,16004.000000,,2.21888277931
INDEL,*,GRCh38_AllTandemRepeats_51to200bp_slop5.bed.gz,ALL,*,QUAL,*,0.98793,0.990018,0.642082,0.988973,172,115,26604713.000000,18573075.000000,0.000000,27673,.,.,15595.000000,7628.000000,,2.0444415312,27339,.,.,15438.000000,7562.000000,,2.04152340651,334,.,.,157.000000,66.000000,,2.37878787879,86489,.,.,63895.000000,19168.000000,,3.33342028381,30647,.,.,22211.000000,7537.000000,,2.94692848614,309,.,.,248.000000,33.000000,,7.51515151515,55533,.,.,41436.000000,11598.000000,,3.57268494568
INDEL,*,GRCh38_AllTandemRepeats_51to200bp_slop5.bed.gz,PASS,*,QUAL,*,0.98793,0.990018,0.642082,0.988973,172,115,26604713.000000,18573075.000000,0.000000,27673,.,.,15595.000000,7628.000000,,2.0444415312,27339,.,.,15438.000000,7562.000000,,2.04152340651,334,.,.,157.000000,66.000000,,2.37878787879,86489,.,.,63895.000000,19168.000000,,3.33342028381,30647,.,.,22211.000000,7537.000000,,2.94692848614,309,.,.,248.000000,33.000000,,7.51515151515,55533,.,.,41436.000000,11598.000000,,3.57268494568
INDEL,*,GRCh38_AllTandemRepeats_gt10000bp_slop5.bed.gz,ALL,*,QUAL,*,0.0,,1.0,,0,0,71877742.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,3378,.,.,1817.000000,1521.000000,,1.19460880999,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,3378,.,.,1817.000000,1521.000000,,1.19460880999
INDEL,*,GRCh38_AllTandemRepeats_gt10000bp_slop5.bed.gz,PASS,*,QUAL,*,0.0,,1.0,,0,0,71877742.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,3378,.,.,1817.000000,1521.000000,,1.19460880999,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,3378,.,.,1817.000000,1521.000000,,1.19460880999
INDEL,*,GRCh38_AllTandemRepeats_gt100bp_slop5.bed.gz,ALL,*,QUAL,*,0.991442,0.993293,0.858009,0.992366,38,40,119934799.000000,13163890.000000,0.000000,12269,.,.,7411.000000,3771.000000,,1.96526120392,12164,.,.,7347.000000,3757.000000,,1.95554964067,105,.,.,64.000000,14.000000,,4.57142857143,91351,.,.,62391.000000,26247.000000,,2.37707166533,12884,.,.,8843.000000,3745.000000,,2.36128170895,87,.,.,70.000000,9.000000,,7.77777777778,78380,.,.,53478.000000,22493.000000,,2.37753967901
INDEL,*,GRCh38_AllTandemRepeats_gt100bp_slop5.bed.gz,PASS,*,QUAL,*,0.991442,0.993293,0.858009,0.992366,38,40,119934799.000000,13163890.000000,0.000000,12269,.,.,7411.000000,3771.000000,,1.96526120392,12164,.,.,7347.000000,3757.000000,,1.95554964067,105,.,.,64.000000,14.000000,,4.57142857143,91351,.,.,62391.000000,26247.000000,,2.37707166533,12884,.,.,8843.000000,3745.000000,,2.36128170895,87,.,.,70.000000,9.000000,,7.77777777778,78380,.,.,53478.000000,22493.000000,,2.37753967901
INDEL,*,GRCh38_AllTandemRepeats_lt51bp_slop5.bed.gz,ALL,*,QUAL,*,0.991009,0.992237,0.466019,0.991623,469,251,38085246.000000,28876394.000000,0.000000,86529,.,.,46445.000000,24629.000000,,1.88578505014,85751,.,.,46145.000000,24414.000000,,1.89010403867,778,.,.,300.000000,215.000000,,1.39534883721,180690,.,.,126984.000000,42681.000000,,2.97518802277,95736,.,.,66451.000000,24389.000000,,2.72462995613,749,.,.,547.000000,73.000000,,7.49315068493,84205,.,.,59986.000000,18219.000000,,3.29249684395
INDEL,*,GRCh38_AllTandemRepeats_lt51bp_slop5.bed.gz,PASS,*,QUAL,*,0.991009,0.992237,0.466019,0.991623,469,251,38085246.000000,28876394.000000,0.000000,86529,.,.,46445.000000,24629.000000,,1.88578505014,85751,.,.,46145.000000,24414.000000,,1.89010403867,778,.,.,300.000000,215.000000,,1.39534883721,180690,.,.,126984.000000,42681.000000,,2.97518802277,95736,.,.,66451.000000,24389.000000,,2.72462995613,749,.,.,547.000000,73.000000,,7.49315068493,84205,.,.,59986.000000,18219.000000,,3.29249684395
INDEL,*,GRCh38_AllTandemRepeatsandHomopolymers_slop5.bed.gz,ALL,*,QUAL,*,0.979763,0.98357,0.527213,0.981663,3689,1614,249348603.000000,111688558.000000,0.000000,320202,.,.,173748.000000,113612.000000,,1.52931028412,313722,.,.,170593.000000,111939.000000,,1.52398181152,6480,.,.,3155.000000,1673.000000,,1.88583383144,722981,.,.,476108.000000,213643.000000,,2.22852141189,336200,.,.,214853.000000,111835.000000,,1.92116063844,5616,.,.,3660.000000,891.000000,,4.10774410774,381165,.,.,257595.000000,100917.000000,,2.55254317905
INDEL,*,GRCh38_AllTandemRepeatsandHomopolymers_slop5.bed.gz,PASS,*,QUAL,*,0.979763,0.98357,0.527213,0.981663,3689,1614,249348603.000000,111688558.000000,0.000000,320202,.,.,173748.000000,113612.000000,,1.52931028412,313722,.,.,170593.000000,111939.000000,,1.52398181152,6480,.,.,3155.000000,1673.000000,,1.88583383144,722981,.,.,476108.000000,213643.000000,,2.22852141189,336200,.,.,214853.000000,111835.000000,,1.92116063844,5616,.,.,3660.000000,891.000000,,4.10774410774,381165,.,.,257595.000000,100917.000000,,2.55254317905
INDEL,*,GRCh38_BadPromoters.bed.gz,ALL,*,QUAL,*,0.985915,0.986486,0.628141,0.986201,0,1,197273.000000,144205.000000,0.000000,71,.,.,38.000000,28.000000,,1.35714285714,70,.,.,37.000000,28.000000,,1.32142857143,1,.,.,1.000000,0.000000,,,199,.,.,111.000000,82.000000,,1.35365853659,73,.,.,44.000000,27.000000,,1.62962962963,1,.,.,1.000000,0.000000,,,125,.,.,66.000000,55.000000,,1.2
INDEL,*,GRCh38_BadPromoters.bed.gz,PASS,*,QUAL,*,0.985915,0.986486,0.628141,0.986201,0,1,197273.000000,144205.000000,0.000000,71,.,.,38.000000,28.000000,,1.35714285714,70,.,.,37.000000,28.000000,,1.32142857143,1,.,.,1.000000,0.000000,,,199,.,.,111.000000,82.000000,,1.35365853659,73,.,.,44.000000,27.000000,,1.62962962963,1,.,.,1.000000,0.000000,,,125,.,.,66.000000,55.000000,,1.2
